"DiagnosisCode","Year","Diagnoses","Treat.and.Release","Patient.Admitted","CCSR for ICD-10-CM Body System"
"NEO","2020","NEO034: Female repro system cancers - fallopian tube",NA,NA,"Neoplasms"
"NEO","2020","NEO035: Female repro system cancers - endometrium",32,46,"Neoplasms"
"NEO","2020","NEO036: Female repro system cancers - vulva",NA,NA,"Neoplasms"
"NEO","2020","NEO037: Female repro system cancers - vagina",NA,NA,"Neoplasms"
"NEO","2020","NEO038: Female repro system cancers - all oth types",NA,NA,"Neoplasms"
"NEO","2020","NEO039: Male repro system cancers - prostate",136,76,"Neoplasms"
"NEO","2020","NEO040: Male repro system cancers - testis",16,29,"Neoplasms"
"NEO","2020","NEO041: Male repro system cancers - penis",NA,NA,"Neoplasms"
"NEO","2020","NEO042: Male repro system cancers - all oth types",NA,NA,"Neoplasms"
"NEO","2020","NEO043: Urinary system cancers - bladder",104,167,"Neoplasms"
"NEO","2020","NEO044: Urinary system cancers - ureter/renal pelvis",NA,18,"Neoplasms"
"NEO","2020","NEO045: Urinary system cancers - kidney",68,90,"Neoplasms"
"NEO","2020","NEO046: Urinary system cancers - urethra",NA,NA,"Neoplasms"
"NEO","2020","NEO047: Urinary system cancers - all other types",NA,NA,"Neoplasms"
"NEO","2020","NEO048: Nervous system cancers - brain",119,334,"Neoplasms"
"NEO","2020","NEO049: Nervous system cancers - all other types",NA,NA,"Neoplasms"
"NEO","2020","NEO050: Endocrine system cancers - thyroid",18,21,"Neoplasms"
"NEO","2020","NEO051: Endocrine system cancers - pancreas",215,377,"Neoplasms"
"NEO","2020","NEO052: Endocrine system cancers - thymus",NA,NA,"Neoplasms"
"NEO","2020","NEO053: Endocrine system cancers - adrenocortical",NA,NA,"Neoplasms"
"NEO","2020","NEO054: Endocrine system cancers - parathyroid",NA,NA,"Neoplasms"
"NEO","2020","NEO055: Endocrine system cancers - pituitary gland",NA,NA,"Neoplasms"
"NEO","2020","NEO056: Endocrine system cancers - all other types",NA,15,"Neoplasms"
"NEO","2020","NEO057: Hodgkin lymphoma",12,45,"Neoplasms"
"NEO","2020","NEO058: Non-Hodgkin lymphoma",127,417,"Neoplasms"
"NEO","2020","NEO059: Leukemia - acute lymphoblastic leukemia",63,112,"Neoplasms"
"NEO","2020","NEO060: Leukemia - acute myeloid leukemia (AML)",62,206,"Neoplasms"
"NEO","2020","NEO061: Leukemia - chronic lymphocytic leukemia",82,65,"Neoplasms"
"NEO","2020","NEO062: Leukemia - chronic myeloid leukemia (CML)",39,54,"Neoplasms"
"NEO","2020","NEO063: Leukemia - hairy cell",NA,NA,"Neoplasms"
"NEO","2020","NEO064: Leukemia - all other types",75,41,"Neoplasms"
"NEO","2020","NEO065: Multiple myeloma",109,174,"Neoplasms"
"NEO","2019","NEO003: Head and neck cancers - throat",NA,NA,"Neoplasms"
"NEO","2019","NEO004: Head and neck cancers - salivary gland",NA,NA,"Neoplasms"
"NEO","2019","NEO005: Head and neck cancers - nasopharyngeal",11,NA,"Neoplasms"
"NEO","2019","NEO006: Head and neck cancers - hypopharyngeal",NA,NA,"Neoplasms"
"NEO","2016","NEO059: Leukemia - acute lymphoblastic leukemia",39,112,"Neoplasms"
"NEO","2016","NEO060: Leukemia - acute myeloid leukemia (AML)",44,166,"Neoplasms"
"NEO","2016","NEO061: Leukemia - chronic lymphocytic leukemia",41,66,"Neoplasms"
"NEO","2016","NEO062: Leukemia - chronic myeloid leukemia (CML)",26,52,"Neoplasms"
"NEO","2016","NEO063: Leukemia - hairy cell",NA,NA,"Neoplasms"
"NEO","2016","NEO064: Leukemia - all other types",86,38,"Neoplasms"
"NEO","2016","NEO065: Multiple myeloma",42,165,"Neoplasms"
"NEO","2016","NEO066: Malignant neuroendocrine tumors",19,116,"Neoplasms"
"NEO","2016","NEO067: Mesothelioma",NA,29,"Neoplasms"
"NEO","2016","NEO068: Myelodysplastic syndrome (MDS)",172,176,"Neoplasms"
"NEO","2016","NEO069: Cancer of other sites",22,17,"Neoplasms"
"NEO","2016","NEO070: Secondary malignancies",425,1916,"Neoplasms"
"NEO","2016","NEO071: Malignant neoplasm, unspecified",42,32,"Neoplasms"
"NEO","2016","NEO072: Neoplasms of unspec nature/uncert behavior",298,168,"Neoplasms"
"NEO","2016","NEO073: Benign neoplasms",1829,470,"Neoplasms"
"NEO","2016","NEO074: Conditions due to neoplasm/Tx of neoplasm",423,741,"Neoplasms"
"NEO","2017","NEO017: Gastrointestinal cancers - liver",105,167,"Neoplasms"
"NEO","2017","NEO018: Gastrointestinal cancers - bile duct",17,47,"Neoplasms"
"NEO","2017","NEO019: Gastrointestinal cancers - gallbladder",NA,18,"Neoplasms"
"NEO","2017","NEO020: Gastrointestinal cancers - peritoneum",NA,18,"Neoplasms"
"NEO","2017","NEO021: Gastrointestinal cancers - all other types",16,65,"Neoplasms"
"NEO","2017","NEO022: Respiratory cancers",349,996,"Neoplasms"
"NEO","2017","NEO023: Bone cancer",32,28,"Neoplasms"
"NEO","2017","NEO024: Sarcoma",20,26,"Neoplasms"
"NEO","2017","NEO025: Skin cancers - melanoma",19,NA,"Neoplasms"
"NEO","2017","NEO026: Skin cancers - basal cell carcinoma",12,NA,"Neoplasms"
"NEO","2017","NEO027: Skin cancers - squamous cell carcinoma",16,NA,"Neoplasms"
"NEO","2017","NEO028: Skin cancers - all other types",19,NA,"Neoplasms"
"NEO","2017","NEO029: Breast cancer - ductal carcinoma in situ",NA,NA,"Neoplasms"
"NEO","2017","NEO030: Breast cancer - all other types",175,126,"Neoplasms"
"NEO","2017","NEO031: Female repro system cancers - uterus",21,19,"Neoplasms"
"NEO","2017","NEO032: Female repro system cancers - cervix",39,37,"Neoplasms"
"NEO","2017","NEO033: Female repro system cancers - ovary",86,136,"Neoplasms"
"NEO","2017","NEO034: Female repro system cancers - fallopian tube",NA,NA,"Neoplasms"
"NEO","2017","NEO035: Female repro system cancers - endometrium",17,52,"Neoplasms"
"NEO","2017","NEO036: Female repro system cancers - vulva",NA,NA,"Neoplasms"
"NEO","2017","NEO037: Female repro system cancers - vagina",NA,NA,"Neoplasms"
"NEO","2017","NEO038: Female repro system cancers - all oth types",NA,NA,"Neoplasms"
"NEO","2017","NEO039: Male repro system cancers - prostate",107,92,"Neoplasms"
"NEO","2017","NEO040: Male repro system cancers - testis",17,21,"Neoplasms"
"NEO","2017","NEO041: Male repro system cancers - penis",NA,NA,"Neoplasms"
"NEO","2017","NEO042: Male repro system cancers - all oth types",NA,NA,"Neoplasms"
"NEO","2017","NEO043: Urinary system cancers - bladder",84,167,"Neoplasms"
"NEO","2017","NEO044: Urinary system cancers - ureter/renal pelvis",NA,20,"Neoplasms"
"NEO","2017","NEO045: Urinary system cancers - kidney",55,135,"Neoplasms"
"NEO","2017","NEO046: Urinary system cancers - urethra",NA,NA,"Neoplasms"
"NEO","2017","NEO047: Urinary system cancers - all other types",NA,NA,"Neoplasms"
"NEO","2017","NEO048: Nervous system cancers - brain",104,325,"Neoplasms"
"NEO","2017","NEO049: Nervous system cancers - all other types",NA,13,"Neoplasms"
"NEO","2017","NEO050: Endocrine system cancers - thyroid",18,15,"Neoplasms"
"NEO","2017","NEO051: Endocrine system cancers - pancreas",150,340,"Neoplasms"
"NEO","2017","NEO052: Endocrine system cancers - thymus",NA,NA,"Neoplasms"
"NEO","2017","NEO053: Endocrine system cancers - adrenocortical",NA,NA,"Neoplasms"
"NEO","2017","NEO054: Endocrine system cancers - parathyroid",NA,NA,"Neoplasms"
"NEO","2017","NEO055: Endocrine system cancers - pituitary gland",NA,NA,"Neoplasms"
"NEO","2020","NEO004: Head and neck cancers - salivary gland",NA,NA,"Neoplasms"
"NEO","2020","NEO005: Head and neck cancers - nasopharyngeal",NA,NA,"Neoplasms"
"NEO","2020","NEO006: Head and neck cancers - hypopharyngeal",NA,NA,"Neoplasms"
"NEO","2020","NEO007: Head and neck cancers - pharyngeal",21,NA,"Neoplasms"
"NEO","2019","NEO066: Malignant neuroendocrine tumors",34,96,"Neoplasms"
"NEO","2019","NEO067: Mesothelioma",16,31,"Neoplasms"
"NEO","2019","NEO068: Myelodysplastic syndrome (MDS)",192,143,"Neoplasms"
"NEO","2019","NEO069: Cancer of other sites",30,14,"Neoplasms"
"NEO","2019","NEO070: Secondary malignancies",575,2225,"Neoplasms"
"NEO","2018","NEO007: Head and neck cancers - pharyngeal",20,NA,"Neoplasms"
"NEO","2018","NEO008: Head and neck cancers - laryngeal",18,40,"Neoplasms"
"NEO","2018","NEO009: Head and neck cancers - tonsils",NA,NA,"Neoplasms"
"NEO","2018","NEO010: Head and neck cancers - all other types",17,16,"Neoplasms"
"NEO","2018","NEO011: Cardiac cancers",NA,12,"Neoplasms"
"NEO","2018","NEO012: Gastrointestinal cancers - esophagus",58,127,"Neoplasms"
"NEO","2018","NEO013: Gastrointestinal cancers - stomach",55,208,"Neoplasms"
"NEO","2018","NEO014: Gastrointestinal cancers - small intestine",NA,38,"Neoplasms"
"NEO","2018","NEO015: Gastrointestinal cancers - colorectal",229,782,"Neoplasms"
"NEO","2018","NEO016: Gastrointestinal cancers - anus",12,20,"Neoplasms"
"NEO","2016","NEO011: Cardiac cancers",NA,NA,"Neoplasms"
"NEO","2016","NEO012: Gastrointestinal cancers - esophagus",47,99,"Neoplasms"
"NEO","2016","NEO013: Gastrointestinal cancers - stomach",47,172,"Neoplasms"
"NEO","2016","NEO014: Gastrointestinal cancers - small intestine",NA,37,"Neoplasms"
"NEO","2016","NEO015: Gastrointestinal cancers - colorectal",196,746,"Neoplasms"
"NEO","2016","NEO016: Gastrointestinal cancers - anus",NA,NA,"Neoplasms"
"NEO","2016","NEO017: Gastrointestinal cancers - liver",117,171,"Neoplasms"
"NEO","2016","NEO018: Gastrointestinal cancers - bile duct",16,52,"Neoplasms"
"NEO","2016","NEO019: Gastrointestinal cancers - gallbladder",NA,11,"Neoplasms"
"NEO","2016","NEO020: Gastrointestinal cancers - peritoneum",NA,NA,"Neoplasms"
"NEO","2016","NEO021: Gastrointestinal cancers - all other types",NA,55,"Neoplasms"
"NEO","2016","NEO022: Respiratory cancers",403,969,"Neoplasms"
"NEO","2016","NEO023: Bone cancer",37,38,"Neoplasms"
"NEO","2016","NEO024: Sarcoma",24,40,"Neoplasms"
"NEO","2016","NEO025: Skin cancers - melanoma",21,11,"Neoplasms"
"NEO","2016","NEO026: Skin cancers - basal cell carcinoma",24,NA,"Neoplasms"
"NEO","2016","NEO027: Skin cancers - squamous cell carcinoma",16,NA,"Neoplasms"
"NEO","2016","NEO028: Skin cancers - all other types",15,NA,"Neoplasms"
"NEO","2016","NEO029: Breast cancer - ductal carcinoma in situ",NA,NA,"Neoplasms"
"NEO","2016","NEO030: Breast cancer - all other types",158,126,"Neoplasms"
"NEO","2016","NEO031: Female repro system cancers - uterus",13,17,"Neoplasms"
"NEO","2016","NEO032: Female repro system cancers - cervix",43,43,"Neoplasms"
"NEO","2016","NEO033: Female repro system cancers - ovary",86,136,"Neoplasms"
"NEO","2016","NEO034: Female repro system cancers - fallopian tube",NA,NA,"Neoplasms"
"NEO","2016","NEO035: Female repro system cancers - endometrium",17,41,"Neoplasms"
"NEO","2016","NEO036: Female repro system cancers - vulva",NA,NA,"Neoplasms"
"NEO","2016","NEO037: Female repro system cancers - vagina",NA,NA,"Neoplasms"
"NEO","2016","NEO038: Female repro system cancers - all oth types",NA,NA,"Neoplasms"
"NEO","2016","NEO039: Male repro system cancers - prostate",90,75,"Neoplasms"
"NEO","2016","NEO040: Male repro system cancers - testis",18,20,"Neoplasms"
"NEO","2016","NEO041: Male repro system cancers - penis",NA,NA,"Neoplasms"
"NEO","2016","NEO042: Male repro system cancers - all oth types",NA,NA,"Neoplasms"
"NEO","2016","NEO043: Urinary system cancers - bladder",65,184,"Neoplasms"
"NEO","2016","NEO044: Urinary system cancers - ureter/renal pelvis",NA,15,"Neoplasms"
"NEO","2016","NEO045: Urinary system cancers - kidney",62,128,"Neoplasms"
"NEO","2016","NEO046: Urinary system cancers - urethra",NA,NA,"Neoplasms"
"NEO","2016","NEO047: Urinary system cancers - all other types",NA,NA,"Neoplasms"
"NEO","2016","NEO048: Nervous system cancers - brain",95,286,"Neoplasms"
"NEO","2016","NEO049: Nervous system cancers - all other types",NA,12,"Neoplasms"
"NEO","2016","NEO050: Endocrine system cancers - thyroid",NA,17,"Neoplasms"
"NEO","2016","NEO051: Endocrine system cancers - pancreas",150,364,"Neoplasms"
"NEO","2016","NEO052: Endocrine system cancers - thymus",NA,NA,"Neoplasms"
"NEO","2016","NEO053: Endocrine system cancers - adrenocortical",NA,NA,"Neoplasms"
"NEO","2016","NEO054: Endocrine system cancers - parathyroid",NA,NA,"Neoplasms"
"NEO","2020","NEO066: Malignant neuroendocrine tumors",21,113,"Neoplasms"
"NEO","2020","NEO067: Mesothelioma",13,26,"Neoplasms"
"NEO","2020","NEO068: Myelodysplastic syndrome (MDS)",167,98,"Neoplasms"
"NEO","2020","NEO069: Cancer of other sites",23,14,"Neoplasms"
"NEO","2020","NEO070: Secondary malignancies",482,1885,"Neoplasms"
"NEO","2019","NEO008: Head and neck cancers - laryngeal",13,36,"Neoplasms"
"NEO","2019","NEO009: Head and neck cancers - tonsils",NA,NA,"Neoplasms"
"NEO","2019","NEO010: Head and neck cancers - all other types",37,17,"Neoplasms"
"NEO","2019","NEO011: Cardiac cancers",NA,11,"Neoplasms"
"NEO","2019","NEO012: Gastrointestinal cancers - esophagus",84,136,"Neoplasms"
"NEO","2019","NEO013: Gastrointestinal cancers - stomach",81,192,"Neoplasms"
"NEO","2019","NEO014: Gastrointestinal cancers - small intestine",NA,50,"Neoplasms"
"NEO","2019","NEO015: Gastrointestinal cancers - colorectal",303,813,"Neoplasms"
"NEO","2019","NEO016: Gastrointestinal cancers - anus",NA,18,"Neoplasms"
"NEO","2017","NEO011: Cardiac cancers",NA,NA,"Neoplasms"
"NEO","2017","NEO012: Gastrointestinal cancers - esophagus",49,121,"Neoplasms"
"NEO","2017","NEO013: Gastrointestinal cancers - stomach",50,141,"Neoplasms"
"NEO","2017","NEO014: Gastrointestinal cancers - small intestine",NA,49,"Neoplasms"
"NEO","2017","NEO015: Gastrointestinal cancers - colorectal",207,669,"Neoplasms"
"NEO","2017","NEO016: Gastrointestinal cancers - anus",NA,15,"Neoplasms"
"NEO","2017","NEO058: Non-Hodgkin lymphoma",126,358,"Neoplasms"
"NEO","2018","NEO001: Head and neck cancers - eye",NA,NA,"Neoplasms"
"NEO","2018","NEO002: Head and neck cancers - lip and oral cavity",42,25,"Neoplasms"
"NEO","2018","NEO003: Head and neck cancers - throat",NA,NA,"Neoplasms"
"NEO","2018","NEO004: Head and neck cancers - salivary gland",NA,NA,"Neoplasms"
"NEO","2018","NEO005: Head and neck cancers - nasopharyngeal",NA,NA,"Neoplasms"
"NEO","2018","NEO006: Head and neck cancers - hypopharyngeal",NA,NA,"Neoplasms"
"NEO","2020","NEO012: Gastrointestinal cancers - esophagus",54,108,"Neoplasms"
"NEO","2020","NEO013: Gastrointestinal cancers - stomach",72,195,"Neoplasms"
"NEO","2020","NEO014: Gastrointestinal cancers - small intestine",NA,52,"Neoplasms"
"NEO","2020","NEO015: Gastrointestinal cancers - colorectal",237,704,"Neoplasms"
"NEO","2020","NEO016: Gastrointestinal cancers - anus",NA,18,"Neoplasms"
"NEO","2016","NEO006: Head and neck cancers - hypopharyngeal",NA,NA,"Neoplasms"
"NEO","2016","NEO007: Head and neck cancers - pharyngeal",16,NA,"Neoplasms"
"NEO","2016","NEO008: Head and neck cancers - laryngeal",23,33,"Neoplasms"
"NEO","2016","NEO009: Head and neck cancers - tonsils",NA,NA,"Neoplasms"
"NEO","2016","NEO010: Head and neck cancers - all other types",22,13,"Neoplasms"
"NEO","2017","NEO006: Head and neck cancers - hypopharyngeal",NA,NA,"Neoplasms"
"NEO","2017","NEO007: Head and neck cancers - pharyngeal",15,NA,"Neoplasms"
"NEO","2017","NEO008: Head and neck cancers - laryngeal",12,39,"Neoplasms"
"NEO","2017","NEO009: Head and neck cancers - tonsils",NA,19,"Neoplasms"
"NEO","2016","NEO055: Endocrine system cancers - pituitary gland",NA,NA,"Neoplasms"
"NEO","2016","NEO056: Endocrine system cancers - all other types",NA,NA,"Neoplasms"
"NEO","2016","NEO057: Hodgkin lymphoma",12,33,"Neoplasms"
"NEO","2016","NEO058: Non-Hodgkin lymphoma",99,410,"Neoplasms"
"NEO","2017","NEO001: Head and neck cancers - eye",NA,NA,"Neoplasms"
"NEO","2020","NEO071: Malignant neoplasm, unspecified",45,42,"Neoplasms"
"NEO","2020","NEO072: Neoplasms of unspec nature/uncert behavior",266,169,"Neoplasms"
"NEO","2020","NEO073: Benign neoplasms",1537,490,"Neoplasms"
"NEO","2020","NEO074: Conditions due to neoplasm/Tx of neoplasm",354,680,"Neoplasms"
